g6149.t1	PKY1m:258622-269217(+)	33.533	167	100	6	1289	1451	5650	6129	1.85e-22	96.7
g5064.t1	PKY1m:258622-269217(+)	43.678	87	46	3	66	150	5554	5811	1.55e-09	54.7
g5064.t1	PKY1m:258622-269217(+)	30.769	104	59	3	2011	2113	5851	6126	1.23e-06	45.1
g9803.t1	PKY1m:258622-269217(+)	37.321	209	121	5	797	1001	5539	6147	9.01e-30	119
g11138.t1	PKY1m:258622-269217(+)	30.000	190	77	4	1075	1253	5536	5970	1.15e-17	80.9
g2041.t1	SPP1Cm:52718-58754(-)	70.000	30	9	0	278	307	1769	1858	3.43e-09	45.8
g2041.t1	SPP1Cm:52718-58754(-)	70.588	17	5	0	259	275	1671	1721	3.43e-09	26.2
g5136.t1	PKY1m:258622-269217(+)	36.066	61	39	0	2436	2496	5785	5967	1.25e-06	45.4
g12047.t1	PKY1m:258622-269217(+)	32.759	116	66	4	113	221	5623	5955	3.17e-07	47.0
g15004.t1	PKY1m:258622-269217(+)	35.032	157	74	8	20	163	5725	6150	1.15e-12	63.5
g4979.t1	LPS1m:139143-171097(+)	27.523	109	62	3	317	423	1486	1767	1.02e-06	43.1
g2053.t1	UTP1m:332078-336649(-)	34.091	88	40	4	457	526	1795	2058	0.008	30.4
g9677.t1	PKY1m:258622-269217(+)	23.148	324	184	10	883	1155	5203	6132	2.84e-05	39.7
g2097.t1	TOC34m:120019-123826(+)	94.643	336	18	0	61	396	187	1194	0.0	606
g16210.t1	PKY1m:258622-269217(+)	31.387	137	84	4	134	267	5584	5973	1.13e-10	55.1
g6054.t1	PKY1m:258622-269217(+)	32.407	216	125	6	1086	1298	5554	6147	2.48e-28	115
g2166.t1	MIDm:286501-287123(+)	38.356	73	45	0	1595	1667	217	435	7.02e-12	58.5
g5227.t1	PKY1m:258622-269217(+)	26.500	200	125	7	1364	1546	5551	6135	3.09e-10	57.0
g6478.t1	PKY1m:258622-269217(+)	29.365	126	55	5	34	151	5665	5964	0.005	32.0
g8377.t1	PKY1m:258622-269217(+)	29.255	188	117	5	39	211	5554	6114	3.91e-14	68.2
g8029.t1	PKY1m:258622-269217(+)	34.091	88	54	2	1418	1504	5920	6174	1.01e-07	48.5
g8869.t1	PKY1m:258622-269217(+)	27.215	158	100	5	688	830	5635	6108	1.54e-08	50.1
g5530.t1	RFC4m:83197-86315(-)	65.000	20	7	0	152	171	118	177	0.006	30.8
g2318.t1	PKY1m:258622-269217(+)	28.037	107	49	4	364	442	5683	6003	2.36e-04	36.2
g485.t1	UTP1m:332078-336649(-)	21.076	223	170	2	295	511	1207	1875	2.18e-11	60.5
g485.t1	UTP1m:332078-336649(-)	25.877	228	162	5	715	937	1210	1887	9.30e-10	55.1
g485.t1	UTP1m:332078-336649(-)	22.424	165	116	4	272	427	1390	1875	3.92e-07	46.6
g485.t1	UTP1m:332078-336649(-)	21.910	178	136	3	800	976	1210	1737	4.97e-07	46.2
g485.t1	UTP1m:332078-336649(-)	22.449	196	139	4	400	588	1141	1710	5.57e-06	42.7
g485.t1	UTP1m:332078-336649(-)	24.623	199	126	8	816	1009	1171	1710	5.28e-04	36.2
g485.t1	PSF2m:94066-98926(-)	21.021	333	200	10	253	572	238	1086	3.43e-09	52.8
g485.t1	PSF2m:94066-98926(-)	29.231	130	88	3	854	981	277	660	1.98e-05	40.4
g11822.t1	PKY1m:258622-269217(+)	30.583	206	123	6	1485	1679	5545	6135	6.00e-15	72.4
g10467.t1	PKY1m:258622-269217(+)	26.667	165	101	6	320	473	5647	6114	8.36e-10	53.1
g2826.t1	PKY1m:258622-269217(+)	24.436	266	138	10	1	218	5230	5982	5.82e-08	49.3
g3890.t1	PKY1m:258622-269217(+)	24.294	177	102	7	133	292	5554	6039	9.19e-08	47.8
g939.t1	PKY1m:258622-269217(+)	35.172	145	84	6	1175	1312	5605	6030	2.16e-13	67.0
g939.t1	PKY1m:258622-269217(+)	50.000	28	14	0	1394	1421	6055	6138	0.003	33.5
g7661.t2	PKY1m:258622-269217(+)	25.668	187	121	6	83	251	5554	6114	4.05e-14	67.4
g13249.t1	PKY1m:258622-269217(+)	22.961	331	178	11	1	284	5230	6132	8.39e-08	48.9
g11710.t1	TOC34m:120019-123826(+)	33.784	74	36	3	387	449	268	483	0.006	30.8
g1814.t1	PKY1m:258622-269217(+)	30.195	308	166	8	1388	1653	5236	6138	5.04e-19	85.5
g12875.t1	PKY1m:258622-269217(+)	28.571	413	210	12	1096	1505	5158	6150	1.23e-26	110
g14437.t1	294687m:105064-114642(-)	37.255	51	32	0	782	832	343	495	0.009	31.2
g4464.t1	PSF2m:94066-98926(-)	34.783	92	57	3	197	288	895	1161	7.73e-08	46.2
g4464.t1	UTP1m:332078-336649(-)	29.114	79	51	3	212	290	1261	1482	7.68e-04	33.9
g13312.t1	PKY1m:258622-269217(+)	30.818	159	88	8	1877	2023	5650	6096	1.15e-11	61.6
g16913.t1	RFC4m:83197-86315(-)	27.737	137	63	6	685	809	118	456	7.91e-05	37.4
g10496.t1	PKY1m:258622-269217(+)	29.747	158	92	7	698	845	5650	6096	7.99e-12	61.6
g1415.t1	PKY1m:258622-269217(+)	26.549	113	69	3	1	104	5647	5970	4.70e-05	39.3
g12036.t1	PKY1m:258622-269217(+)	25.592	211	123	9	1046	1237	5545	6132	3.64e-08	49.3
g1440.t1	PKY1m:258622-269217(+)	40.000	75	41	3	1857	1930	5779	5994	9.95e-07	45.4
g1440.t1	PKY1m:258622-269217(+)	46.667	30	16	0	1522	1551	5668	5757	0.002	34.7
g2441.t1	PKY1m:258622-269217(+)	36.842	133	79	2	5985	6114	5650	6042	1.55e-15	76.3
g3872.t1	PKY1m:258622-269217(+)	42.000	100	54	3	1845	1943	5860	6150	1.53e-16	77.8
g3872.t1	PKY1m:258622-269217(+)	37.931	58	33	1	1688	1742	5650	5823	5.13e-08	49.7
g5979.t1	PKY1m:258622-269217(+)	32.751	229	128	4	2811	3038	5539	6150	4.68e-22	96.7
g1369.t1	PKY1m:258622-269217(+)	22.305	269	156	7	57	274	5215	6015	1.81e-11	57.0
g12293.t1	PKY1m:258622-269217(+)	37.008	127	71	2	1501	1625	5779	6138	5.25e-17	79.3
g12293.t1	PKY1m:258622-269217(+)	45.238	42	23	0	1328	1369	5647	5772	1.20e-04	38.5
g2892.t1	PKY1m:258622-269217(+)	30.822	146	77	7	104	229	5554	5979	2.21e-09	55.1
g10156.t1	PKY1m:258622-269217(+)	30.000	170	98	7	1206	1365	5650	6126	5.78e-16	75.1
g12749.t1	UTP1m:332078-336649(-)	26.549	113	64	2	90	202	1213	1494	0.001	33.9
g10071.t1	UTP1m:332078-336649(-)	35.556	45	29	0	551	595	1594	1728	0.003	32.0
g10071.t1	PSF2m:94066-98926(-)	27.184	103	68	4	495	596	472	762	0.003	31.6
g13660.t1	NIC7m:39982-47119(-)	47.500	40	16	3	16	53	1789	1899	0.004	29.6
g13541.t1	PKY1m:258622-269217(+)	29.767	215	115	9	2474	2672	5551	6135	1.92e-16	78.2
g9896.t1	PSF2m:94066-98926(-)	26.549	113	79	3	706	818	448	774	7.87e-05	37.7
g9896.t1	UTP1m:332078-336649(-)	25.197	127	87	4	695	815	1117	1491	0.003	33.1
g644.t1	PKY1m:258622-269217(+)	27.835	194	125	5	41	220	5554	6132	3.46e-16	74.7
g8223.t1	PKY1m:258622-269217(+)	27.103	107	69	3	140	239	5650	5964	2.32e-04	37.4
g12240.t1	DRG1m:200979-204132(+)	37.600	125	74	2	321	445	154	516	1.53e-15	70.9
g2100.t1	LEU1Sm:317411-319190(-)	95.349	215	10	0	1	215	1	645	5.52e-155	425
g11654.t1	PSF2m:94066-98926(-)	25.301	166	117	4	32	192	421	912	2.68e-11	56.2
g11654.t1	PSF2m:94066-98926(-)	26.613	124	87	3	31	150	799	1170	4.33e-08	46.2
g11654.t1	PSF2m:94066-98926(-)	27.200	125	86	3	28	147	658	1032	4.46e-07	42.7
g11654.t1	PSF2m:94066-98926(-)	34.091	44	29	0	278	321	262	393	0.002	30.8
g11654.t1	UTP1m:332078-336649(-)	28.511	235	135	9	102	318	1213	1872	5.09e-11	55.5
g11654.t1	UTP1m:332078-336649(-)	27.397	146	82	3	31	152	1636	2073	3.83e-09	49.7
g11654.t1	UTP1m:332078-336649(-)	23.121	173	105	5	35	190	1390	1875	1.45e-08	47.8
g11654.t1	UTP1m:332078-336649(-)	26.852	216	138	8	33	234	1258	1887	6.66e-07	42.4
g9701.t1	LEU1Sm:317411-319190(-)	43.902	41	18	1	181	221	352	459	0.008	28.1
g1688.t1	UTP1m:332078-336649(-)	24.413	213	151	5	52	254	1096	1734	3.64e-11	55.1
g1688.t1	PSF2m:94066-98926(-)	23.894	113	84	2	145	256	436	771	5.76e-07	42.0
g1688.t1	PSF2m:94066-98926(-)	21.912	251	167	11	27	260	334	1050	3.28e-06	39.7
g1688.t1	PSF2m:94066-98926(-)	24.812	133	95	4	13	142	544	936	1.93e-04	33.9
g3621.t1	PKY1m:258622-269217(+)	31.307	329	189	9	618	929	5239	6165	2.94e-26	108
g7542.t1	PKY1m:258622-269217(+)	32.727	165	100	6	1274	1434	5686	6159	1.08e-20	91.3
g7542.t1	PKY1m:258622-269217(+)	43.333	30	17	0	1042	1071	5239	5328	6.18e-04	36.2
g7984.t1	PKY1m:258622-269217(+)	31.250	160	73	3	1814	1973	5782	6150	1.45e-14	71.6
g7984.t1	PKY1m:258622-269217(+)	58.621	29	12	0	1680	1708	5659	5745	1.21e-04	38.9
g6977.t1	PKY1m:258622-269217(+)	25.833	360	166	15	1868	2180	5233	6150	3.73e-15	73.6
g7158.t1	PKY1m:258622-269217(+)	29.677	155	78	8	519	656	5554	5976	7.41e-08	47.8
g17161.t1	SPS1m:47523-50742(+)	41.463	41	23	1	91	131	414	295	0.009	29.6
g8574.t1	PKY1m:258622-269217(+)	32.733	333	200	5	461	787	5194	6138	3.80e-43	163
g4441.t2	PKY1m:258622-269217(+)	36.047	172	89	6	945	1106	5656	6138	1.13e-11	60.8
g9809.t1	RFC4m:83197-86315(-)	26.178	191	94	9	789	960	118	606	3.79e-05	38.5
g8184.t1	PKY1m:258622-269217(+)	27.962	211	113	7	314	502	5548	6129	1.46e-12	62.8
g8460.t1	PKY1m:258622-269217(+)	30.769	143	83	5	763	889	5554	5982	1.79e-09	53.5
g8504.t1	PSF2m:94066-98926(-)	26.316	114	73	3	284	396	607	918	8.99e-04	33.9
g16317.t1	UTP1m:332078-336649(-)	32.673	101	49	4	122	222	418	663	1.38e-04	35.8
g16317.t1	PSF2m:94066-98926(-)	23.529	153	92	5	308	456	649	1044	0.004	30.8
g17522.t1	PKY1m:258622-269217(+)	25.806	93	63	2	122	209	5707	5982	3.25e-05	38.5
g12760.t1	PSF2m:94066-98926(-)	24.118	170	124	2	10	174	409	918	2.65e-06	40.4
g12760.t1	UTP1m:332078-336649(-)	33.333	72	46	2	59	128	1264	1479	2.09e-05	37.7
g12760.t1	UTP1m:332078-336649(-)	44.118	34	19	0	95	128	1636	1737	4.42e-05	36.6
g15531.t1	PKY1m:258622-269217(+)	23.179	302	181	9	1	253	5230	6129	2.23e-12	62.8
g2117.t1	PTC1m:66674-76078(-)	94.624	93	5	0	1	93	2140	2418	6.98e-54	172
g11228.t1	PSF2m:94066-98926(-)	31.148	61	34	2	764	816	862	1044	0.004	32.0
g13922.t1	PKY1m:258622-269217(+)	36.458	96	59	2	2046	2141	5860	6141	1.20e-13	68.2
g13922.t1	PKY1m:258622-269217(+)	38.462	52	29	1	1887	1935	5650	5805	1.76e-06	44.7
g11438.t1	RFC4m:83197-86315(-)	31.780	236	126	8	4	234	16	633	1.68e-31	115
g12199.t1	PKY1m:258622-269217(+)	31.156	199	105	4	1753	1948	5668	6177	4.08e-16	76.3
g12199.t1	PKY1m:258622-269217(+)	35.227	88	54	2	1564	1650	5182	5439	4.71e-08	49.7
g16269.t1	PKY1m:258622-269217(+)	37.500	200	117	5	310	505	5539	6126	1.09e-27	111
g6438.t1	PKY1m:258622-269217(+)	28.859	298	160	11	322	575	5254	6123	1.58e-17	79.0
g11343.t1	PKY1m:258622-269217(+)	26.768	198	126	8	36	218	5545	6126	2.95e-10	55.5
g7749.t1	PKY1m:258622-269217(+)	34.466	206	115	3	1237	1441	5554	6114	6.45e-28	114
g7749.t1	PKY1m:258622-269217(+)	42.424	33	19	0	633	665	5227	5325	8.64e-04	35.0
g6620.t1	PKY1m:258622-269217(+)	29.897	194	113	3	1139	1332	5233	5745	1.04e-09	54.7
g6620.t1	PKY1m:258622-269217(+)	38.095	63	39	0	1416	1478	5782	5970	4.21e-07	46.2
g13719.t1	PKY1m:258622-269217(+)	38.710	62	37	1	1669	1730	5782	5964	1.99e-06	44.3
g15273.t1	MIDm:286501-287123(+)	39.130	46	28	0	747	792	298	435	1.53e-08	47.0
g4127.t1	PSF2m:94066-98926(-)	28.829	111	70	2	90	191	727	1059	4.14e-09	52.8
g4127.t1	UTP1m:332078-336649(-)	40.000	50	29	1	135	184	1594	1740	2.53e-04	37.4
g139.t1	PKY1m:258622-269217(+)	23.858	197	109	4	163	347	5635	6138	2.71e-04	36.2
g11532.t1	PKY1m:258622-269217(+)	32.000	100	57	1	1115	1214	5851	6117	3.15e-08	49.7
g11532.t1	PKY1m:258622-269217(+)	34.831	89	49	3	143	224	5563	5823	3.21e-06	43.1
g10155.t1	PKY1m:258622-269217(+)	30.000	210	118	10	1125	1323	5563	6138	1.13e-18	84.0
g16429.t1	RFC4m:83197-86315(-)	71.429	21	6	0	353	373	115	177	2.59e-05	38.1
g7904.t1	GCSHm:245615-246753(-)	35.135	37	24	0	177	213	220	330	7.53e-04	31.2
g2115.t1	SPS1m:47523-50742(+)	93.651	315	20	0	1	315	1	945	0.0	588
g10750.t1	PKY1m:258622-269217(+)	34.706	170	95	7	958	1118	5650	6138	9.04e-16	74.3
g4952.t1	PKY1m:258622-269217(+)	47.500	40	21	0	1	40	5911	6030	1.06e-08	47.4
g15676.t1	PKY1m:258622-269217(+)	22.324	327	203	13	42	323	5239	6201	7.50e-06	40.4
g2066.t1	PKY1m:258622-269217(+)	87.397	730	72	8	2048	2766	4573	6735	0.0	1000
g2066.t1	PKY1m:258622-269217(+)	66.423	685	197	11	1301	1981	2392	4359	1.74e-101	357
g2066.t1	PKY1m:258622-269217(+)	57.232	643	229	12	572	1180	154	2046	2.13e-88	314
g2066.t1	PKY1m:258622-269217(+)	70.455	44	13	0	194	237	1	132	2.31e-14	71.2
g10203.t1	PKY1m:258622-269217(+)	28.155	103	64	3	379	471	5659	5967	1.21e-05	39.7
g4048.t1	PKY1m:258622-269217(+)	26.871	294	160	12	21	266	5251	6111	6.89e-13	64.3
g501.t1	PKY1m:258622-269217(+)	37.500	216	108	10	245	448	5536	6138	2.22e-24	99.8
g3807.t1	PKY1m:258622-269217(+)	27.638	199	116	7	110	287	5554	6129	1.29e-09	52.4
g1517.t1	PKY1m:258622-269217(+)	28.440	109	52	4	514	610	5707	5991	4.20e-06	42.0
g14019.t1	PKY1m:258622-269217(+)	30.000	140	84	6	254	380	5563	5979	8.45e-07	43.5
g10733.t1	PKY1m:258622-269217(+)	35.204	196	108	8	716	899	5650	6216	3.34e-23	98.2
g4304.t1	PKY1m:258622-269217(+)	29.474	95	50	4	915	995	5680	5955	5.12e-04	35.4
g885.t1	UTP1m:332078-336649(-)	27.240	279	177	3	53	305	1258	2094	2.18e-28	109
g885.t1	UTP1m:332078-336649(-)	26.966	267	180	5	50	305	1120	1908	4.45e-24	95.9
g885.t1	UTP1m:332078-336649(-)	25.914	301	215	6	49	345	991	1881	1.85e-22	90.9
g885.t1	UTP1m:332078-336649(-)	26.374	273	155	6	52	301	1639	2388	2.21e-12	60.1
g885.t1	PSF2m:94066-98926(-)	26.846	298	198	9	55	342	298	1161	1.64e-22	90.5
g885.t1	PSF2m:94066-98926(-)	25.822	213	149	6	46	251	529	1161	3.85e-17	74.3
g885.t1	PSF2m:94066-98926(-)	20.091	219	121	5	168	342	139	765	8.00e-07	42.0
g12238.t1	PKY1m:258622-269217(+)	31.897	116	64	7	1008	1112	5566	5901	6.17e-04	35.8
g9352.t1	PKY1m:258622-269217(+)	31.250	256	124	11	651	867	5254	5982	1.09e-17	80.5
g4796.t1	PKY1m:258622-269217(+)	39.024	164	94	5	2633	2791	5650	6138	2.58e-23	100
g4796.t1	PKY1m:258622-269217(+)	37.805	164	96	5	1451	1609	5650	6138	7.50e-22	95.9
g16942.t1	PKY1m:258622-269217(+)	27.933	179	111	4	217	383	5617	6135	1.12e-13	67.0
g8095.t1	PKY1m:258622-269217(+)	26.000	300	165	12	176	425	5254	6132	2.75e-14	67.8
g3680.t1	PKY1m:258622-269217(+)	26.838	272	146	8	17	235	5245	6060	2.50e-15	72.4
g15781.t1	DLA3m:288912-292479(-)	51.770	226	106	2	45	269	145	816	6.32e-65	218
g15781.t1	DLA3m:288912-292479(-)	56.250	96	41	1	50	144	532	819	4.83e-29	113
g15781.t1	DLA3m:288912-292479(-)	41.781	146	66	2	392	535	1243	1629	7.95e-26	103
g2108.t1	LPS1m:139143-171097(+)	90.000	170	17	0	43	212	1246	1755	3.29e-110	335
g3335.t1	PKY1m:258622-269217(+)	28.324	173	90	6	787	940	5671	6144	1.11e-06	43.9
g6477.t1	294687m:105064-114642(-)	27.419	62	34	4	248	298	6925	7110	7.89e-04	32.7
g12216.t1	PKY1m:258622-269217(+)	31.356	354	214	10	2560	2906	5158	6153	2.15e-24	104
g17417.t1	LPS1m:139143-171097(+)	36.842	57	31	2	287	338	1531	1701	0.002	32.7
g2092.t1	PSF2m:94066-98926(-)	93.939	396	18	3	2	392	1	1185	0.0	709
g2092.t1	PSF2m:94066-98926(-)	95.238	21	1	0	488	508	1483	1545	1.35e-06	43.1
g2092.t1	UTP1m:332078-336649(-)	25.296	253	134	8	86	300	1357	2064	6.73e-09	50.8
g2092.t1	UTP1m:332078-336649(-)	24.272	206	108	5	183	341	1258	1872	3.83e-07	45.1
g2092.t1	UTP1m:332078-336649(-)	25.000	160	106	4	143	300	1039	1482	4.92e-05	38.1
g2092.t1	UTP1m:332078-336649(-)	25.714	140	95	3	146	277	154	570	0.003	32.3
g6147.t1	PKY1m:258622-269217(+)	36.207	174	100	6	1269	1438	5650	6150	4.38e-25	105
g11111.t1	UTP1m:332078-336649(-)	24.214	318	157	9	340	626	1273	2067	3.30e-17	77.0
g11111.t1	UTP1m:332078-336649(-)	28.571	252	164	6	337	582	1009	1734	1.70e-15	71.6
g11111.t1	UTP1m:332078-336649(-)	24.762	210	124	6	277	463	1639	2235	1.65e-06	42.7
g11111.t1	UTP1m:332078-336649(-)	22.043	186	119	7	391	558	187	720	0.001	33.1
g11111.t1	PSF2m:94066-98926(-)	21.543	311	213	9	280	582	298	1161	2.88e-16	73.6
g11111.t1	PSF2m:94066-98926(-)	25.714	140	91	5	277	414	670	1056	8.34e-08	46.6
g11111.t1	PSF2m:94066-98926(-)	23.370	184	112	5	449	622	262	756	0.003	32.0
g8167.t1	PKY1m:258622-269217(+)	27.389	157	89	7	348	491	5713	6147	0.003	31.6
g12815.t1	PKY1m:258622-269217(+)	29.217	332	194	6	486	809	5251	6147	6.27e-34	133
g2104.t1	522875m:135184-137781(-)	87.234	141	17	1	1	141	1	420	3.39e-40	142
g2104.t1	522875m:135184-137781(-)	61.842	228	77	5	196	419	577	1242	9.69e-26	100
g15528.t1	PKY1m:258622-269217(+)	34.862	218	123	5	1088	1302	5545	6150	3.53e-36	141
g11544.t1	PKY1m:258622-269217(+)	29.560	318	202	9	1940	2236	5200	6150	1.54e-30	125
g852.t1	PKY1m:258622-269217(+)	27.586	116	72	3	105	210	5641	5982	5.06e-06	42.4
g15392.t1	RFC4m:83197-86315(-)	35.227	88	31	4	521	589	118	360	1.56e-04	36.2
g15392.t1	RFC4m:83197-86315(-)	29.545	88	36	4	248	316	118	360	5.32e-04	34.3
g6686.t1	PDK1m:175949-179936(-)	30.201	298	173	5	1	276	211	1065	1.22e-42	148
g6686.t1	PDK1m:175949-179936(-)	68.293	41	13	0	296	336	1345	1467	6.57e-14	64.3
g9030.t1	PKY1m:258622-269217(+)	34.043	94	50	2	1216	1309	5851	6096	2.27e-06	43.5
g1299.t2	PKY1m:258622-269217(+)	30.000	90	51	3	210	296	5776	6018	6.52e-05	37.4
g14668.t1	PKY1m:258622-269217(+)	32.407	108	59	3	595	698	5860	6153	1.85e-09	52.8
g14668.t1	PKY1m:258622-269217(+)	31.915	94	48	4	167	252	5554	5811	4.69e-06	41.6
g6391.t1	PSF2m:94066-98926(-)	34.831	89	49	5	188	272	514	765	5.08e-08	46.2
g6391.t1	PSF2m:94066-98926(-)	27.381	84	58	2	101	183	916	1161	1.83e-04	34.7
g9467.t1	PKY1m:258622-269217(+)	31.833	311	188	10	513	805	5239	6153	1.02e-26	108
g5877.t1	PKY1m:258622-269217(+)	27.957	186	108	5	1103	1274	5233	5754	6.25e-13	65.9
g5877.t1	PKY1m:258622-269217(+)	34.454	119	68	4	1360	1471	5779	6126	3.33e-11	60.1
g7531.t1	PKY1m:258622-269217(+)	31.687	243	121	4	3019	3259	5554	6153	2.53e-23	100
g10938.t1	HDH1m:116630-119812(-)	47.500	40	20	1	963	1002	754	870	0.001	34.3
g12195.t1	PKY1m:258622-269217(+)	34.146	205	130	3	693	896	5548	6150	2.64e-26	108
g290.t1	LPS1m:139143-171097(+)	47.541	61	29	2	511	569	1483	1662	7.24e-09	51.2
g10375.t1	PKY1m:258622-269217(+)	27.517	149	77	7	332	463	5551	5955	1.46e-05	39.3
g6686.t2	PDK1m:175949-179936(-)	31.034	290	173	5	1	268	211	1065	5.52e-44	152
g6686.t2	PDK1m:175949-179936(-)	68.293	41	13	0	288	328	1345	1467	5.59e-14	64.3
g6282.t1	PKY1m:258622-269217(+)	29.762	168	101	6	2380	2537	5656	6138	1.73e-14	71.2
g7894.t1	PSF2m:94066-98926(-)	25.735	136	93	2	26	161	727	1110	3.63e-04	33.5
g7894.t1	PSF2m:94066-98926(-)	23.977	171	101	5	118	286	472	903	3.67e-04	33.5
g7894.t1	PSF2m:94066-98926(-)	24.107	112	77	4	182	292	865	1179	0.002	30.8
g12551.t1	PKY1m:258622-269217(+)	24.590	305	171	10	1370	1626	5251	6132	1.63e-13	67.4
g2090.t1	182392m:86756-87519(+)	82.353	68	12	0	1	68	217	420	2.52e-12	51.2
g10964.t1	PKY1m:258622-269217(+)	28.896	308	166	8	350	613	5230	6126	6.01e-25	103
g304.t1	PKY1m:258622-269217(+)	30.492	305	157	9	1697	1950	5236	6138	9.98e-27	111
g10254.t1	RFC4m:83197-86315(-)	34.921	63	27	1	66	128	118	264	0.001	32.3
g12419.t1	LPS1m:139143-171097(+)	32.787	61	37	1	311	367	1519	1701	0.001	33.1
g16083.t1	PKY1m:258622-269217(+)	39.796	98	47	4	2076	2169	5869	6138	2.23e-10	58.5
